번호,지연일자,노선,지연시간대,최대지연시간
1630,2024-05-29,4호선 (상행선),첫차~09시,10분
1631,2024-05-29,4호선 (하행선),첫차~09시,10분
1632,2024-05-29,7호선 (장암행),09시~18시,10분
1633,2024-05-29,7호선 (온수행),09시~18시,10분
1634,2024-05-29,7호선 (부천구청행),09시~18시,10분
1635,2024-05-29,2호선 (내선),첫차~09시,5분
1636,2024-05-28,3호선 (하행선),09시~18시,5분
1637,2024-05-30,3호선 (하행선),09시~18시,20분
1638,2024-05-30,3호선 (상행선),09시~18시,5분
1639,2024-05-30,4호선 (상행선),09시~18시,5분
1640,2024-05-30,4호선 (하행선),09시~18시,5분
1641,2024-05-31,1호선 (하행선),첫차~09시,5분
1642,2024-05-31,1호선 (상행선),첫차~09시,5분
1643,2024-05-31,3호선 (하행선),첫차~09시,10분
1644,2024-05-31,3호선 (상행선),첫차~09시,5분
1645,2024-05-31,4호선 (하행선),첫차~09시,15분
1646,2024-05-31,4호선 (상행선),첫차~09시,15분
1647,2024-06-02,4호선 (상행선),첫차~09시,5분
1648,2024-06-02,4호선 (하행선),첫차~09시,5분
1649,2024-06-03,3호선 (상행선),첫차~09시,5분
1650,2024-06-03,4호선 (하행선),첫차~09시,15분
1651,2024-06-03,4호선 (상행선),첫차~09시,10분
1652,2024-06-03,3호선 (하행선),첫차~09시,5분
1653,2024-05-30,8호선 (암사행),첫차~09시,5분
1654,2024-05-30,8호선 (모란행),첫차~09시,10분
1655,2024-06-04,2호선 (외선),첫차~09시,5분
1656,2024-06-04,1호선 (하행선),첫차~09시,5분
1657,2024-06-04,1호선 (상행선),첫차~09시,10분
1658,2024-06-04,3호선 (하행선),첫차~09시,10분
1659,2024-06-04,3호선 (상행선),첫차~09시,10분
1660,2024-06-04,4호선 (하행선),첫차~09시,15분
1661,2024-06-04,4호선 (상행선),첫차~09시,10분
1662,2024-06-03,1호선 (하행선),첫차~09시,5분
1663,2024-05-24,1호선 (하행선),첫차~09시,5분
1664,2024-06-04,7호선 (부천구청행),첫차~09시,5분
1665,2024-06-04,7호선 (장암행),첫차~09시,10분
1666,2024-06-05,3호선 (상행선),첫차~09시,5분
1667,2024-06-05,4호선 (하행선),첫차~09시,10분
1668,2024-06-05,4호선 (상행선),첫차~09시,10분
1669,2024-06-05,3호선 (하행선),첫차~09시,10분
1670,2024-06-05,2호선 (외선),첫차~09시,5분
1671,2024-06-07,4호선 (상행선),첫차~09시,10분
1672,2024-06-07,3호선 (하행선),첫차~09시,5분
1673,2024-06-07,3호선 (상행선),첫차~09시,5분
1674,2024-06-07,4호선 (하행선),첫차~09시,10분
1675,2024-06-07,2호선 (외선),18시~막차,5분
1676,2024-06-10,1호선 (하행선),첫차~09시,10분
1677,2024-06-10,1호선 (상행선),첫차~09시,10분
1678,2024-06-10,2호선 (외선),첫차~09시,10분
1679,2024-06-10,2호선 (내선),첫차~09시,5분
1680,2024-06-10,3호선 (하행선),첫차~09시,10분
1681,2024-06-10,4호선 (상행선),첫차~09시,10분
1682,2024-06-10,4호선 (하행선),첫차~09시,10분
1683,2024-06-10,3호선 (상행선),첫차~09시,10분
1684,2024-06-07,2호선 (외선),첫차~09시,10분
1685,2024-06-11,4호선 (하행선),첫차~09시,20분
1686,2024-06-11,4호선 (상행선),첫차~09시,10분
1687,2024-06-11,3호선 (하행선),첫차~09시,10분
1688,2024-06-11,3호선 (상행선),첫차~09시,10분
1689,2024-06-12,2호선 (외선),첫차~09시,5분
1690,2024-06-12,2호선 (내선),첫차~09시,5분
1691,2024-06-12,1호선 (하행선),첫차~09시,5분
1692,2024-06-12,1호선 (상행선),첫차~09시,5분
1693,2024-06-12,4호선 (상행선),첫차~09시,10분
1694,2024-06-12,3호선 (하행선),첫차~09시,10분
1695,2024-06-12,3호선 (상행선),첫차~09시,10분
1696,2024-06-12,4호선 (하행선),첫차~09시,15분
1697,2024-06-12,7호선 (부천구청행),09시~18시,10분
1698,2024-06-12,7호선 (온수행),09시~18시,10분
1699,2024-06-13,3호선 (상행선),첫차~09시,5분
1700,2024-06-13,4호선 (하행선),첫차~09시,10분
1701,2024-06-13,4호선 (상행선),첫차~09시,10분
1702,2024-06-13,3호선 (하행선),첫차~09시,5분
1703,2024-06-13,2호선 (외선),첫차~09시,5분
1704,2024-06-17,4호선 (상행선),첫차~09시,10분
1705,2024-06-17,4호선 (하행선),첫차~09시,10분
1706,2024-06-17,8호선 (암사행),09시~18시,20분
1707,2024-06-17,8호선 (모란행),09시~18시,20분
1708,2024-06-18,2호선 (외선),첫차~09시,10분
1709,2024-06-18,1호선 (하행선),첫차~09시,5분
1710,2024-06-18,1호선 (상행선),첫차~09시,5분
1711,2024-06-18,5호선 (마천행),09시~18시,5분
1712,2024-06-18,5호선 (상일동행),09시~18시,5분
1713,2024-06-18,4호선 (상행선),첫차~09시,10분
1714,2024-06-18,4호선 (하행선),첫차~09시,10분
1715,2024-06-18,3호선 (상행선),첫차~09시,10분
1716,2024-06-18,3호선 (하행선),첫차~09시,10분
1717,2024-06-18,2호선 (외선),18시~막차,10분
1718,2024-06-18,1호선 (상행선),18시~막차,10분
1719,2024-06-19,4호선 (상행선),첫차~09시,10분
1720,2024-06-19,3호선 (하행선),첫차~09시,10분
1721,2024-06-19,3호선 (상행선),첫차~09시,10분
1722,2024-06-19,4호선 (하행선),첫차~09시,15분
1723,2024-06-19,6호선 (봉화산행),첫차~09시,15분
1724,2024-06-19,6호선 (응암순환행),첫차~09시,15분
1725,2024-06-19,6호선 (봉화산행),09시~18시,15분
1726,2024-06-19,6호선 (응암순환행),09시~18시,15분
1727,2024-06-19,2호선 (외선),18시~막차,10분
1728,2024-06-20,2호선 (외선),첫차~09시,5분
1729,2024-06-20,3호선 (하행선),첫차~09시,10분
1730,2024-06-20,3호선 (상행선),첫차~09시,10분
1731,2024-06-20,4호선 (하행선),첫차~09시,10분
1732,2024-06-20,4호선 (상행선),첫차~09시,10분
1733,2024-06-21,3호선 (상행선),첫차~09시,5분
1734,2024-06-21,4호선 (하행선),첫차~09시,10분
1735,2024-06-21,4호선 (상행선),첫차~09시,10분
1736,2024-06-21,3호선 (하행선),첫차~09시,10분
1737,2024-05-22,4호선 (하행선),첫차~09시,15분
1738,2024-05-22,4호선 (상행선),첫차~09시,10분
1739,2024-06-21,1호선 (상행선),09시~18시,5분
1740,2024-06-21,2호선 (외선),09시~18시,5분
1741,2024-06-21,2호선 (내선),09시~18시,5분
1742,2024-06-23,4호선 (하행선),첫차~09시,5분
1743,2024-06-23,4호선 (상행선),첫차~09시,5분
1744,2024-06-23,3호선 (하행선),첫차~09시,5분
1745,2024-06-23,3호선 (상행선),첫차~09시,5분
1746,2024-06-23,5호선 (마천행),18시~막차,5분
1747,2024-06-23,5호선 (상일동행),18시~막차,5분
1748,2024-06-24,2호선 (외선),첫차~09시,5분
1749,2024-06-24,1호선 (하행선),첫차~09시,5분
1750,2024-06-24,1호선 (상행선),첫차~09시,5분
1751,2024-06-24,4호선 (하행선),첫차~09시,10분
1752,2024-06-24,4호선 (상행선),첫차~09시,10분
1753,2024-06-24,3호선 (하행선),첫차~09시,10분
1754,2024-06-24,3호선 (상행선),첫차~09시,5분
1755,2024-06-25,4호선 (하행선),첫차~09시,10분
1756,2024-06-25,4호선 (상행선),첫차~09시,5분
1757,2024-06-25,3호선 (하행선),첫차~09시,5분
1758,2024-06-25,3호선 (상행선),첫차~09시,5분
1759,2024-06-25,2호선 (외선),첫차~09시,5분
1760,2024-06-26,4호선 (하행선),첫차~09시,10분
1761,2024-06-26,3호선 (상행선),첫차~09시,10분
1762,2024-06-26,3호선 (하행선),첫차~09시,10분
1763,2024-06-26,4호선 (상행선),첫차~09시,10분
1764,2024-06-26,8호선 (암사행),첫차~09시,5분
1765,2024-06-27,4호선 (하행선),첫차~09시,10분
1766,2024-06-27,4호선 (상행선),첫차~09시,15분
1767,2024-06-27,3호선 (하행선),첫차~09시,5분
1768,2024-06-27,3호선 (상행선),첫차~09시,5분
1769,2024-06-27,7호선 (온수행),09시~18시,10분
1770,2024-06-27,5호선 (방화행),첫차~09시,5분
1771,2024-06-27,7호선 (장암행),09시~18시,10분
1772,2024-06-27,7호선 (장암행),첫차~09시,10분
1773,2024-06-28,2호선 (외선),첫차~09시,5분
1774,2024-06-28,1호선 (하행선),첫차~09시,5분
1775,2024-06-28,1호선 (상행선),첫차~09시,5분
1776,2024-06-28,4호선 (상행선),첫차~09시,10분
1777,2024-06-28,3호선 (하행선),첫차~09시,10분
1778,2024-06-28,3호선 (상행선),첫차~09시,10분
1779,2024-06-28,4호선 (하행선),첫차~09시,10분
1780,2024-06-30,3호선 (상행선),첫차~09시,5분
1781,2024-06-30,3호선 (하행선),첫차~09시,5분
1782,2024-06-30,4호선 (상행선),첫차~09시,5분
1783,2024-06-30,4호선 (하행선),첫차~09시,5분
1784,2024-07-01,3호선 (하행선),첫차~09시,25분
1785,2024-07-01,3호선 (상행선),첫차~09시,30분 이상
1786,2024-07-01,1호선 (상행선),첫차~09시,10분
1787,2024-07-01,2호선 (외선),첫차~09시,5분
1788,2024-07-01,1호선 (하행선),첫차~09시,5분
1789,2024-07-02,2호선 (외선),첫차~09시,15분
1790,2024-07-02,1호선 (하행선),첫차~09시,10분
1791,2024-07-02,1호선 (상행선),첫차~09시,10분
1792,2024-07-02,4호선 (하행선),첫차~09시,15분
1793,2024-07-02,4호선 (상행선),첫차~09시,15분
1794,2024-07-02,3호선 (하행선),첫차~09시,10분
1795,2024-07-02,3호선 (상행선),첫차~09시,5분
1796,2024-07-01,2호선 (외선),09시~18시,5분
1797,2024-07-03,4호선 (상행선),첫차~09시,10분
1798,2024-07-03,4호선 (하행선),첫차~09시,10분
1799,2024-07-04,3호선 (상행선),첫차~09시,10분
1800,2024-07-04,3호선 (하행선),첫차~09시,10분
1801,2024-07-04,4호선 (상행선),첫차~09시,10분
1802,2024-07-04,4호선 (하행선),첫차~09시,10분
1803,2024-07-05,3호선 (하행선),첫차~09시,10분
1804,2024-07-05,3호선 (상행선),첫차~09시,15분
1805,2024-07-05,4호선 (하행선),첫차~09시,10분
1806,2024-07-05,4호선 (상행선),첫차~09시,15분
1807,2024-07-04,5호선 (방화행),09시~18시,10분
1808,2024-07-04,5호선 (방화행),첫차~09시,10분
1809,2024-07-05,7호선 (온수행),첫차~09시,5분
1810,2024-07-08,5호선 (상일동행),첫차~09시,5분
1811,2024-07-08,5호선 (방화행),첫차~09시,5분
1812,2024-07-08,5호선 (마천행),첫차~09시,5분
1813,2024-07-08,4호선 (상행선),첫차~09시,15분
1814,2024-07-08,4호선 (하행선),첫차~09시,15분
1815,2024-07-08,3호선 (상행선),첫차~09시,10분
1816,2024-07-08,3호선 (하행선),첫차~09시,10분
1817,2024-07-05,3호선 (하행선),09시~18시,5분
1818,2024-07-10,1호선 (하행선),첫차~09시,5분
1819,2024-07-10,1호선 (상행선),첫차~09시,5분
1820,2024-07-10,2호선 (외선),첫차~09시,5분
1821,2024-07-10,4호선 (하행선),첫차~09시,15분
1822,2024-07-10,4호선 (상행선),첫차~09시,10분
1823,2024-07-10,3호선 (하행선),첫차~09시,10분
1824,2024-07-10,3호선 (상행선),첫차~09시,10분
1825,2024-07-10,5호선 (마천행),09시~18시,10분
1826,2024-07-10,5호선 (상일동행),09시~18시,10분
1827,2024-07-10,5호선 (마천행),첫차~09시,10분
1828,2024-07-10,5호선 (상일동행),첫차~09시,10분
1829,2024-07-11,4호선 (하행선),첫차~09시,10분
1830,2024-07-11,4호선 (상행선),첫차~09시,15분
1831,2024-07-11,3호선 (하행선),첫차~09시,10분
1832,2024-07-11,3호선 (상행선),첫차~09시,5분
1833,2024-07-11,2호선 (외선),첫차~09시,5분
1834,2024-07-12,3호선 (하행선),첫차~09시,10분
1835,2024-07-12,4호선 (상행선),첫차~09시,10분
1836,2024-07-12,4호선 (하행선),첫차~09시,10분
1837,2024-07-12,3호선 (상행선),첫차~09시,10분
1838,2024-07-13,2호선 (외선),18시~막차,5분
1839,2024-07-15,2호선 (외선),첫차~09시,5분
1840,2024-07-16,4호선 (하행선),첫차~09시,15분
1841,2024-07-16,4호선 (상행선),첫차~09시,15분
1842,2024-07-16,3호선 (상행선),첫차~09시,5분
1843,2024-07-16,3호선 (하행선),첫차~09시,5분
1844,2024-07-16,2호선 (내선),첫차~09시,5분
1845,2024-07-17,7호선 (장암행),첫차~09시,5분
1846,2024-07-17,7호선 (부천구청행),첫차~09시,5분
1847,2024-07-17,7호선 (온수행),첫차~09시,5분
1848,2024-07-17,2호선 (외선),첫차~09시,10분
1849,2024-07-17,2호선 (내선),첫차~09시,10분
1850,2024-07-17,1호선 (하행선),첫차~09시,15분
1851,2024-07-17,1호선 (상행선),첫차~09시,10분
1852,2024-07-17,4호선 (하행선),첫차~09시,15분
1853,2024-07-17,4호선 (상행선),첫차~09시,15분
1854,2024-07-17,3호선 (하행선),첫차~09시,10분
1855,2024-07-17,3호선 (상행선),첫차~09시,10분
1856,2024-07-17,7호선 (온수행),09시~18시,5분
1857,2024-07-17,7호선 (장암행),09시~18시,10분
1858,2024-07-17,2호선 (내선),09시~18시,10분
1859,2024-07-17,2호선 (외선),09시~18시,20분
1860,2024-07-17,1호선 (상행선),18시~막차,20분
1861,2024-07-17,1호선 (하행선),18시~막차,20분
1862,2024-07-18,7호선 (부천구청행),첫차~09시,5분
1863,2024-07-18,1호선 (하행선),첫차~09시,10분
1864,2024-07-18,1호선 (상행선),첫차~09시,10분
1865,2024-07-18,2호선 (외선),첫차~09시,5분
1866,2024-07-18,4호선 (하행선),첫차~09시,15분
1867,2024-07-18,4호선 (상행선),첫차~09시,20분
1868,2024-07-18,3호선 (하행선),첫차~09시,10분
1869,2024-07-18,3호선 (상행선),첫차~09시,10분
1870,2024-07-18,4호선 (하행선),09시~18시,20분
1871,2024-07-18,4호선 (상행선),09시~18시,20분
1872,2024-07-18,2호선 (내선),첫차~09시,5분
1873,2024-07-19,4호선 (상행선),첫차~09시,10분
1874,2024-07-19,3호선 (하행선),첫차~09시,5분
1875,2024-07-19,3호선 (상행선),첫차~09시,5분
1876,2024-07-19,4호선 (하행선),첫차~09시,15분
1877,2024-07-18,5호선 (상일동행),09시~18시,5분
1878,2024-07-22,2호선 (외선),첫차~09시,10분
1879,2024-07-22,1호선 (하행선),첫차~09시,5분
1880,2024-07-22,1호선 (상행선),첫차~09시,5분
1881,2024-07-22,4호선 (상행선),첫차~09시,10분
1882,2024-07-22,3호선 (하행선),첫차~09시,20분
1883,2024-07-22,3호선 (상행선),첫차~09시,10분
1884,2024-07-22,4호선 (하행선),첫차~09시,15분
1885,2024-07-23,2호선 (내선),첫차~09시,10분
1886,2024-07-23,2호선 (외선),첫차~09시,10분
1887,2024-07-23,3호선 (하행선),첫차~09시,15분
1888,2024-07-23,3호선 (상행선),첫차~09시,15분
1889,2024-07-24,4호선 (하행선),첫차~09시,15분
1890,2024-07-24,3호선 (상행선),첫차~09시,5분
1891,2024-07-24,3호선 (하행선),첫차~09시,10분
1892,2024-07-24,4호선 (상행선),첫차~09시,10분
1893,2024-07-24,2호선 (외선),첫차~09시,10분
1894,2024-07-24,1호선 (하행선),첫차~09시,10분
1895,2024-07-24,1호선 (상행선),첫차~09시,20분
1896,2024-07-23,2호선 (내선),09시~18시,10분
1897,2024-07-22,2호선 (외선),18시~막차,10분
1898,2024-07-25,4호선 (하행선),첫차~09시,20분
1899,2024-07-25,4호선 (상행선),첫차~09시,10분
1900,2024-07-25,2호선 (외선),18시~막차,5분
1901,2024-07-26,2호선 (외선),첫차~09시,10분
1902,2024-07-26,1호선 (하행선),첫차~09시,5분
1903,2024-07-26,1호선 (상행선),첫차~09시,5분
1904,2024-07-26,3호선 (하행선),첫차~09시,10분
1905,2024-07-26,3호선 (상행선),첫차~09시,5분
1906,2024-07-26,4호선 (하행선),첫차~09시,10분
1907,2024-07-26,4호선 (상행선),첫차~09시,10분
1908,2024-07-26,7호선 (부천구청행),첫차~09시,10분
1909,2024-07-26,7호선 (온수행),첫차~09시,10분
1910,2024-07-26,7호선 (장암행),09시~18시,10분
1911,2024-07-26,7호선 (장암행),첫차~09시,10분
1912,2024-07-29,5호선 (방화행),09시~18시,15분
1913,2024-07-29,5호선 (방화행),첫차~09시,15분
1914,2024-07-29,1호선 (상행선),첫차~09시,10분
1915,2024-07-25,4호선 (하행선),09시~18시,20분
1916,2024-07-29,3호선 (상행선),첫차~09시,10분
1917,2024-07-29,4호선 (하행선),첫차~09시,10분
1918,2024-07-29,4호선 (상행선),첫차~09시,10분
1919,2024-07-29,3호선 (하행선),첫차~09시,10분
1920,2024-07-30,1호선 (하행선),첫차~09시,5분
1921,2024-07-30,1호선 (상행선),첫차~09시,5분
1922,2024-07-30,2호선 (외선),첫차~09시,5분
1923,2024-07-30,4호선 (하행선),첫차~09시,10분
1924,2024-07-30,4호선 (상행선),첫차~09시,10분
1925,2024-07-30,3호선 (하행선),첫차~09시,10분
1926,2024-07-30,3호선 (상행선),첫차~09시,10분
1927,2024-07-30,7호선 (온수행),첫차~09시,10분
1928,2024-07-30,7호선 (부천구청행),첫차~09시,10분
1929,2024-07-30,4호선 (하행선),09시~18시,15분
1930,2024-07-30,4호선 (상행선),09시~18시,15분
1931,2024-07-30,2호선 (내선),첫차~09시,5분
1932,2024-07-30,2호선 (내선),09시~18시,10분
1933,2024-08-01,4호선 (상행선),첫차~09시,10분
1934,2024-08-01,4호선 (하행선),첫차~09시,10분
1935,2024-08-01,3호선 (상행선),첫차~09시,10분
1936,2024-08-01,3호선 (하행선),첫차~09시,5분
1937,2024-08-02,4호선 (하행선),첫차~09시,15분
1938,2024-08-02,4호선 (상행선),첫차~09시,5분
1939,2024-08-02,3호선 (하행선),첫차~09시,10분
1940,2024-08-02,3호선 (상행선),첫차~09시,5분
1941,2024-08-05,3호선 (상행선),첫차~09시,10분
1942,2024-08-05,3호선 (하행선),첫차~09시,10분
1943,2024-08-05,4호선 (상행선),첫차~09시,10분
1944,2024-08-05,4호선 (하행선),첫차~09시,10분
1945,2024-08-05,2호선 (외선),18시~막차,5분
1946,2024-08-06,1호선 (하행선),첫차~09시,15분
1947,2024-08-06,1호선 (상행선),첫차~09시,10분
1948,2024-08-07,1호선 (상행선),첫차~09시,10분
1949,2024-08-07,2호선 (외선),첫차~09시,5분
1950,2024-08-07,1호선 (하행선),첫차~09시,5분
1951,2024-08-07,3호선 (하행선),첫차~09시,5분
1952,2024-08-07,3호선 (상행선),첫차~09시,5분
1953,2024-08-07,4호선 (하행선),첫차~09시,15분
1954,2024-08-07,4호선 (상행선),첫차~09시,10분
1955,2024-08-09,2호선 (내선),첫차~09시,15분
1956,2024-08-09,2호선 (외선),첫차~09시,5분
1957,2024-08-09,4호선 (상행선),첫차~09시,10분
1958,2024-08-09,4호선 (하행선),첫차~09시,10분
1959,2024-08-09,3호선 (상행선),첫차~09시,10분
1960,2024-08-09,3호선 (하행선),첫차~09시,10분
1961,2024-08-08,2호선 (내선),09시~18시,5분
1962,2024-08-09,1호선 (하행선),첫차~09시,20분
1963,2024-08-09,1호선 (상행선),첫차~09시,20분
1964,2024-08-12,8호선 (모란행),첫차~09시,10분
1965,2024-08-12,2호선 (외선),첫차~09시,5분
1966,2024-08-12,1호선 (하행선),첫차~09시,5분
1967,2024-08-12,1호선 (상행선),첫차~09시,5분
1968,2024-08-08,7호선 (장암행),09시~18시,10분
1969,2024-08-08,7호선 (온수행),09시~18시,5분
1970,2024-08-08,2호선 (외선),첫차~09시,5분
1971,2024-08-09,2호선 (외선),09시~18시,5분
1972,2024-08-09,2호선 (외선),18시~막차,15분
1973,2024-08-13,4호선 (상행선),첫차~09시,10분
1974,2024-08-13,4호선 (하행선),첫차~09시,15분
1975,2024-08-13,3호선 (상행선),첫차~09시,10분
1976,2024-08-13,3호선 (하행선),첫차~09시,10분
1977,2024-08-14,6호선 (응암순환행),첫차~09시,5분
1978,2024-08-14,6호선 (봉화산행),첫차~09시,5분
1979,2024-08-14,4호선 (하행선),첫차~09시,5분
1980,2024-08-14,4호선 (상행선),첫차~09시,10분
1981,2024-08-14,3호선 (하행선),첫차~09시,5분
1982,2024-08-14,3호선 (상행선),첫차~09시,10분
1983,2024-08-16,5호선 (상일동행),첫차~09시,10분
1984,2024-08-16,2호선 (외선),첫차~09시,5분
1985,2024-08-16,1호선 (상행선),첫차~09시,5분
1986,2024-08-16,1호선 (하행선),09시~18시,25분
1987,2024-08-16,1호선 (상행선),09시~18시,30분 이상
1988,2024-08-16,1호선 (상행선),18시~막차,30분 이상
1989,2024-08-16,1호선 (하행선),18시~막차,30분 이상
1990,2024-08-19,2호선 (외선),첫차~09시,5분
1991,2024-08-19,3호선 (하행선),첫차~09시,5분
1992,2024-08-19,3호선 (상행선),첫차~09시,10분
1993,2024-08-19,4호선 (하행선),첫차~09시,10분
1994,2024-08-19,4호선 (상행선),첫차~09시,10분
1995,2024-08-14,2호선 (외선),09시~18시,10분
1996,2024-08-20,4호선 (하행선),첫차~09시,10분
1997,2024-08-20,4호선 (상행선),첫차~09시,5분
1998,2024-08-20,3호선 (하행선),첫차~09시,10분
1999,2024-08-20,3호선 (상행선),첫차~09시,5분
2000,2024-08-20,7호선 (온수행),09시~18시,5분
2001,2024-08-20,7호선 (장암행),09시~18시,5분
2002,2024-08-20,7호선 (부천구청행),첫차~09시,5분
2003,2024-08-20,7호선 (온수행),첫차~09시,5분
2004,2024-08-20,7호선 (장암행),첫차~09시,5분
2005,2024-08-20,7호선 (부천구청행),09시~18시,5분
2006,2024-08-21,2호선 (내선),첫차~09시,5분
2007,2024-08-21,2호선 (외선),첫차~09시,20분
2008,2024-08-21,4호선 (상행선),첫차~09시,10분
2009,2024-08-21,4호선 (하행선),첫차~09시,20분
2010,2024-08-21,3호선 (상행선),첫차~09시,5분
2011,2024-08-21,3호선 (하행선),첫차~09시,10분
2012,2024-08-21,1호선 (하행선),첫차~09시,10분
2013,2024-08-21,1호선 (상행선),첫차~09시,15분
2014,2024-08-22,8호선 (암사행),첫차~09시,10분
2015,2024-08-21,2호선 (외선),09시~18시,20분
2016,2024-08-22,4호선 (상행선),첫차~09시,15분
2017,2024-08-22,4호선 (하행선),첫차~09시,15분
2018,2024-08-23,1호선 (상행선),첫차~09시,5분
2019,2024-08-23,1호선 (하행선),첫차~09시,5분
2020,2024-08-23,2호선 (외선),첫차~09시,5분
2021,2024-08-23,2호선 (내선),첫차~09시,5분
2022,2024-08-23,3호선 (상행선),첫차~09시,5분
2023,2024-08-23,4호선 (상행선),첫차~09시,15분
2024,2024-08-23,3호선 (하행선),첫차~09시,15분
2025,2024-08-23,4호선 (하행선),첫차~09시,10분
2026,2024-08-25,3호선 (하행선),첫차~09시,5분
2027,2024-08-25,4호선 (상행선),첫차~09시,5분
2028,2024-08-25,4호선 (하행선),첫차~09시,5분
2029,2024-08-25,3호선 (상행선),첫차~09시,5분
2030,2024-08-26,3호선 (상행선),첫차~09시,5분
2031,2024-08-26,4호선 (하행선),첫차~09시,10분
2032,2024-08-26,4호선 (상행선),첫차~09시,15분
2033,2024-08-26,3호선 (하행선),첫차~09시,10분
2034,2024-08-26,7호선 (장암행),첫차~09시,10분
2035,2024-08-26,7호선 (온수행),첫차~09시,10분
2036,2024-08-27,4호선 (상행선),첫차~09시,10분
2037,2024-08-27,3호선 (하행선),첫차~09시,10분
2038,2024-08-27,3호선 (상행선),첫차~09시,10분
2039,2024-08-27,4호선 (하행선),첫차~09시,10분
2040,2024-08-28,4호선 (상행선),첫차~09시,15분
2041,2024-08-28,3호선 (하행선),첫차~09시,10분
2042,2024-08-28,3호선 (상행선),첫차~09시,5분
2043,2024-08-28,4호선 (하행선),첫차~09시,15분
2044,2024-08-28,2호선 (외선),첫차~09시,10분
2045,2024-08-29,7호선 (장암행),첫차~09시,5분
2046,2024-08-29,7호선 (부천구청행),첫차~09시,10분
2047,2024-08-29,7호선 (온수행),첫차~09시,10분
2048,2024-08-29,4호선 (하행선),첫차~09시,10분
2049,2024-08-29,3호선 (상행선),첫차~09시,10분
2050,2024-08-29,3호선 (하행선),첫차~09시,10분
2051,2024-08-29,4호선 (상행선),첫차~09시,10분
2052,2024-08-30,4호선 (하행선),첫차~09시,10분
2053,2024-08-30,4호선 (상행선),첫차~09시,10분
2054,2024-08-30,3호선 (하행선),첫차~09시,10분
2055,2024-08-30,3호선 (상행선),첫차~09시,5분
2056,2024-08-30,2호선 (외선),첫차~09시,10분
